x,y,Score
34.1972,-118.6452,6
34.2119,-118.5994,4
34.0731,-118.3113,8
34.0731,-118.3113,7
34.0773,-118.3091,8
34.0462,-118.297,3
34.0491,-118.2937,6
34.0597,-118.3053,4
34.0652,-118.2871,6
34.0618,-118.2891,7
34.0691,-118.2954,3
34.0712,-118.3091,6
34.0418,-118.3101,6
34.0799,-118.3017,2
34.0637,-118.287,3
34.0509,-118.2916,2
34.0712,-118.3067,3
34.0617,-118.3066,6
34.0712,-118.2979,5
34.0587,-118.2869,5
34.0564,-118.3131,6
34.0472,-118.3157,5
34.0672,-118.3091,9
34.0472,-118.3,5
34.0635,-118.3103,6
34.0598,-118.2903,3
34.079,-118.3004,4
34.0636,-118.3047,4
34.2887,-118.4542,3
34.3155,-118.4343,6
34.2299,-118.4516,1
34.2152,-118.4488,6
34.2106,-118.4287,4
34.2354,-118.4502,6
34.2231,-118.4699,7
34.2217,-118.4328,4
34.2578,-118.4398,10
34.2578,-118.4398,10
34.2578,-118.4398,10
34.3235,-118.4318,5
34.3005,-118.416,5
34.2248,-118.4516,8
34.234,-118.4611,7
34.2249,-118.4637,4
34.2324,-118.4478,4
34.2685,-118.4694,6
34.3075,-118.4303,9
34.3075,-118.4303,9
34.3271,-118.4498,9
34.2247,-118.4655,7
34.3033,-118.4206,9
34.3075,-118.4303,9
33.9501,-118.2848,4
33.9237,-118.2652,5
34.2309,-118.3727,4
33.9587,-118.3805,6
34.0038,-118.4423,4
34.0258,-118.2586,5
33.982,-118.2564,8
33.9898,-118.281,2
33.9855,-118.2892,6
34.1489,-118.4477,8
34.057,-118.4646,5
34.2152,-118.4488,5
33.9383,-118.2494,9
33.9383,-118.2494,9
33.9247,-118.2782,5
33.9574,-118.2827,4
34.2121,-118.3899,7
33.9523,-118.3906,6
34.0148,-118.2494,3
34.0259,-118.2639,7
34.0382,-118.4412,4
34.1864,-118.6234,2
34.1829,-118.5928,9
34.2655,-118.4782,3
34.1722,-118.4031,7
34.1758,-118.3643,2
33.9759,-118.3897,8
33.9983,-118.2608,2
34.1903,-118.48,4
34.1985,-118.4793,4
34.194,-118.4312,1
34.0425,-118.3978,4
34.0588,-118.3419,8
34.0699,-118.3511,4
33.7279,-118.3056,4
33.7279,-118.3056,4
34.064,-118.2128,4
33.9601,-118.2761,3
33.9348,-118.2652,6
33.9556,-118.2717,8
33.9556,-118.2695,6
33.9507,-118.2461,3
33.9019,-118.2893,4
33.9507,-118.2461,3
33.9507,-118.2461,3
33.9507,-118.2461,3
33.958,-118.2869,4
33.958,-118.2869,9
33.9304,-118.2504,6
33.9326,-118.2502,5
33.9339,-118.2652,5
33.9551,-118.2827,7
33.9292,-118.2604,1
33.9511,-118.2565,5
33.931,-118.2848,5
33.9587,-118.2839,4
33.9367,-118.2871,1
33.9601,-118.2881,9
33.9429,-118.2652,5
33.9347,-118.2761,5
34.2246,-118.5569,4
34.272,-118.5022,2
34.2287,-118.5273,5
34.2446,-118.5343,6
34.238,-118.4967,6
34.244,-118.5583,4
34.2283,-118.4742,2
34.2246,-118.5404,3
34.2355,-118.5536,6
34.2483,-118.4762,6
34.2205,-118.5536,4
34.2773,-118.578,6
34.25,-118.5886,3
34.2748,-118.5566,8
34.275,-118.5543,7
34.244,-118.5583,7
34.2648,-118.5056,6
34.244,-118.5583,3
34.2422,-118.4739,4
34.2812,-118.5101,3
34.272,-118.5022,4
34.2691,-118.4252,4
34.235,-118.4095,3
34.2779,-118.3987,6
34.2505,-118.4049,5
34.2745,-118.431,3
34.2782,-118.4273,5
34.2293,-118.3893,4
34.2429,-118.3887,3
34.2148,-118.3878,2
34.1758,-118.3643,6
34.148,-118.3768,4
34.1831,-118.391,5
34.1722,-118.3659,3
34.201,-118.3998,6
34.1504,-118.3888,3
34.1831,-118.4073,3
34.1417,-118.3969,7
34.1576,-118.4031,8
34.1412,-118.3722,5
34.198,-118.4216,5
34.2003,-118.4002,7
34.2085,-118.3703,5
34.1758,-118.3834,6
34.1437,-118.4074,4
33.9482,-118.386,6
34.0085,-118.4538,4
33.9309,-118.3771,3
33.9936,-118.4703,1
34.0028,-118.4351,3
34.0271,-118.4421,1
33.9751,-118.3743,7
33.9474,-118.3939,6
34.0118,-118.4288,7
33.985,-118.4701,6
33.9877,-118.4646,2
33.9759,-118.3897,3
33.9873,-118.4403,7
33.9885,-118.475,3
33.9432,-118.4013,3
33.9877,-118.4723,3
33.9565,-118.416,4
33.9875,-118.4741,4
33.9976,-118.4751,4
33.9877,-118.4723,9
33.9929,-118.4091,2
34.0265,-118.4279,3
33.9947,-118.4683,4
33.9779,-118.4142,2
33.987,-118.4437,3
33.9433,-118.4072,3
33.9905,-118.4478,7
34.0208,-118.2595,1
33.9814,-118.2739,6
34.0348,-118.2362,8
34.0153,-118.2605,5
34.0057,-118.2696,2
34.0066,-118.274,9
33.9939,-118.2543,3
34.0101,-118.261,5
34.006,-118.2513,5
34.0073,-118.2728,9
34.0039,-118.2565,7
34.0171,-118.2736,4
34.0002,-118.274,9
34.0029,-118.259,9
33.9924,-118.2772,3
34.0071,-118.2394,6
33.9747,-118.2783,7
33.9987,-118.2388,6
34.0172,-118.2694,6
33.9728,-118.2783,4
33.9709,-118.3308,7
33.9988,-118.2871,4
33.9782,-118.2871,4
33.9892,-118.3089,7
33.9646,-118.2918,7
33.9611,-118.2651,4
34.0002,-118.2814,4
33.9863,-118.2881,4
33.9613,-118.2871,4
33.9829,-118.3309,5
33.9923,-118.2915,4
33.9499,-118.309,7
33.9499,-118.309,7
33.9761,-118.2871,7
33.9737,-118.309,3
33.9843,-118.2915,7
33.9892,-118.3002,3
33.9873,-118.3255,4
33.9816,-118.3216,1
33.9846,-118.2915,7
33.9499,-118.309,7
33.9892,-118.3089,3
33.9667,-118.2871,4
33.9727,-118.2842,4
33.9965,-118.2827,5
33.9892,-118.2892,5
33.9613,-118.2871,9
33.9699,-118.2739,4
33.9745,-118.3309,4
33.9658,-118.2959,4
33.9872,-118.3282,7
34.0951,-118.2171,7
34.1329,-118.1993,7
34.1131,-118.1894,2
34.0981,-118.2983,3
34.1223,-118.2109,7
34.0934,-118.2674,6
34.0968,-118.2961,6
34.0956,-118.2918,2
34.0956,-118.2918,1
34.1054,-118.283,5
34.0935,-118.2932,5
34.0935,-118.2932,3
34.0982,-118.2918,3
34.0864,-118.2304,5
34.1033,-118.2376,5
34.0923,-118.2568,7
34.1186,-118.2404,4
34.1413,-118.2151,6
34.1164,-118.1852,5
34.1038,-118.2013,9
34.1133,-118.2443,4
34.1174,-118.1861,4
34.1202,-118.1837,8
34.103,-118.2462,4
34.0808,-118.2655,8
34.1117,-118.2498,4
34.0964,-118.2775,5
34.1227,-118.2233,6
34.1278,-118.1929,9
34.0988,-118.2062,3
34.174,-118.4662,3
34.1478,-118.4296,3
34.1478,-118.4296,7
34.152,-118.4552,1
34.2085,-118.452,9
34.153,-118.4487,7
34.1938,-118.4702,7
34.1814,-118.4263,9
34.1939,-118.4574,1
34.0477,-118.4443,4
34.1016,-118.4698,3
34.0646,-118.4692,6
34.0463,-118.4171,6
34.0385,-118.4408,7
34.0498,-118.4642,6
34.0536,-118.4655,9
34.0643,-118.4322,3
34.0396,-118.4425,5
34.0375,-118.4622,5
34.0395,-118.4637,1
34.055,-118.4177,4
34.0537,-118.4031,6
34.0648,-118.4245,4
34.0412,-118.3876,5
34.0452,-118.4529,4
34.0552,-118.3857,6
34.0473,-118.4768,3
34.0482,-118.4354,9
34.0553,-118.3943,2
34.0553,-118.3943,4
34.0352,-118.4341,5
34.0514,-118.4476,3
34.0346,-118.4379,7
34.0837,-118.3553,5
34.0761,-118.3563,8
34.073,-118.3236,8
34.0761,-118.3766,3
34.0494,-118.3588,6
34.0605,-118.3453,3
34.0531,-118.3238,4
34.0721,-118.3827,7
34.0431,-118.3681,4
34.0588,-118.3692,4
34.0761,-118.3731,4
34.0819,-118.3452,7
34.0408,-118.3422,5
34.0572,-118.3459,3
34.0746,-118.3765,7
34.0706,-118.3674,7
34.0527,-118.3354,6
34.0782,-118.3695,3
34.0819,-118.3462,7
34.0483,-118.3409,3
34.0336,-118.3762,6
34.0482,-118.3516,4
34.0761,-118.3658,6
34.1016,-118.3348,6
34.1016,-118.3387,4
34.098,-118.3489,1
34.0981,-118.3044,6
34.0871,-118.3135,3
34.098,-118.3645,6
34.1034,-118.3325,5
34.098,-118.3295,3
34.1018,-118.3035,4
34.098,-118.3416,6
34.1114,-118.3362,8
34.1044,-118.3653,4
34.1037,-118.3459,8
34.092,-118.3025,4
34.1065,-118.3333,3
34.0998,-118.3267,3
34.0908,-118.3244,10
34.098,-118.3287,4
34.0944,-118.3125,2
34.0944,-118.3125,2
33.7489,-118.2798,3
33.7306,-118.2879,6
33.7105,-118.286,4
33.8291,-118.3065,9
33.8315,-118.3065,3
33.7234,-118.3012,4
33.7796,-118.2699,9
33.7796,-118.2699,9
33.7316,-118.3129,4
33.7895,-118.3012,6
33.7369,-118.2814,1
33.7796,-118.2699,9
33.8202,-118.3015,4
34.0497,-118.206,4
34.0517,-118.2188,6
34.0278,-118.201,4
34.0766,-118.2228,7
34.0745,-118.1681,6
34.0693,-118.2,6
34.0763,-118.2164,3
34.0775,-118.1941,5
34.0472,-118.2198,6
34.0802,-118.1848,5
34.0762,-118.2119,3
34.0691,-118.2064,6
34.0651,-118.2116,5
34.0188,-118.2051,4
34.0431,-118.2196,2
34.0505,-118.2161,7
34.0887,-118.1785,7
34.0636,-118.1972,9
34.0396,-118.214,4
34.0155,-118.3023,4
34.0327,-118.3002,5
34.0261,-118.2773,5
34.0307,-118.2923,5
34.0261,-118.2773,5
34.034,-118.3133,6
34.0137,-118.3171,6
34.0155,-118.2959,5
34.0364,-118.3033,4
34.0182,-118.303,2
34.0132,-118.2915,5
34.0108,-118.3182,3
34.0085,-118.3078,6
34.017,-118.3477,4
34.034,-118.3133,1
34.034,-118.3133,1
34.0255,-118.2915,3
34.0132,-118.3424,3
34.021,-118.3329,9
34.0074,-118.285,3
34.006,-118.329,7
34.0109,-118.2901,3
34.0364,-118.2953,7
34.0296,-118.2937,9
34.0091,-118.3089,5
34.0304,-118.3582,3
34.0325,-118.3545,4
34.0171,-118.3531,8
34.0328,-118.2974,3
34.0073,-118.3002,6
34.0294,-118.3638,7
34.0173,-118.3536,6
34.0818,-118.2822,5
34.1341,-118.2099,4
34.1024,-118.2456,4
34.1107,-118.1936,9
34.1148,-118.1826,9
34.203,-118.5348,4
34.1727,-118.5535,6
34.1939,-118.4749,6
34.1724,-118.5393,5
34.192,-118.4815,5
34.2012,-118.5579,6
34.2066,-118.5306,6
34.1976,-118.4837,9
34.1547,-118.4814,1
34.1611,-118.5098,3
34.1876,-118.5573,4
34.2048,-118.5273,3
34.203,-118.5348,4
34.1525,-118.4775,4
34.1726,-118.5517,3
34.1903,-118.5335,7
34.21,-118.5206,1
34.212,-118.5374,1
34.2084,-118.536,7
34.212,-118.5374,9
34.203,-118.5186,4
34.2084,-118.5099,7
34.1827,-118.4465,2
34.1958,-118.4444,6
34.1903,-118.4574,3
34.1548,-118.4499,5
34.1548,-118.4499,6
34.1548,-118.4499,5
34.1976,-118.4444,5
33.7306,-118.2814,7
34.0625,-118.2714,8
34.0727,-118.2637,3
34.0579,-118.2649,6
34.0437,-118.2748,3
34.0768,-118.2755,6
34.0621,-118.2619,3
34.091,-118.2788,7
34.0503,-118.2808,2
34.0596,-118.2701,7
34.0897,-118.2769,7
34.0794,-118.2856,4
34.0649,-118.2741,3
34.0446,-118.2769,3
34.0446,-118.2769,3
34.0836,-118.2868,3
34.0836,-118.2868,9
34.0541,-118.2621,7
34.0776,-118.2635,2
34.0408,-118.2644,8
34.0565,-118.2395,4
34.0476,-118.2477,8
34.0322,-118.2637,6
34.0462,-118.2585,5
34.0458,-118.2614,3
34.0677,-118.2398,6
34.0452,-118.2569,4
34.0503,-118.2433,6
34.0446,-118.249,3
34.0395,-118.2622,6
34.0474,-118.2496,2
34.0446,-118.2507,3
34.0435,-118.2471,3
34.0713,-118.2291,6
34.0454,-118.2333,6
34.0488,-118.2518,2
34.0394,-118.2496,2
34.0383,-118.2305,6
34.0393,-118.2689,2
34.0563,-118.2374,2
34.0519,-118.2531,6
34.0601,-118.2502,2
34.0467,-118.252,4
34.0417,-118.2443,3
34.0577,-118.2318,9
34.0502,-118.254,4
34.0652,-118.2451,5
34.0483,-118.2631,3
34.0495,-118.2494,3
34.0515,-118.2424,2
34.0437,-118.2455,3
34.0446,-118.245,3
34.0467,-118.252,5
34.0467,-118.252,5
34.0457,-118.2665,5
34.048,-118.2577,3
34.216,-118.4678,4
33.9297,-118.2335,4
33.9383,-118.2848,7
34.2573,-118.5273,3
34.2968,-118.5192,7
34.2449,-118.5233,8
33.9759,-118.3897,4
33.9907,-118.4746,9
34.1976,-118.4487,4
34.1004,-118.3433,8
34.053,-118.2648,3
34.0421,-118.2469,5
34.1667,-118.5908,3
34.2096,-118.5732,3
34.2319,-118.4655,8
34.2928,-118.4144,9
34.0295,-118.2735,5
34.0486,-118.4539,7
34.0558,-118.3614,6
34.0649,-118.3614,1
34.0387,-118.326,9
34.0256,-118.3061,9
34.021,-118.3002,9
33.8817,-118.2891,2
34.2803,-118.407,4
34.1334,-118.269,4
34.1606,-118.5076,3
34.1686,-118.522,3
34.1686,-118.522,4
34.1686,-118.522,9
34.0414,-118.3302,3
33.8214,-118.3037,4
34.0727,-118.2637,3
34.058,-118.2715,4
34.0788,-118.2681,2
34.0564,-118.3131,2
33.9443,-118.239,2
33.9019,-118.2893,3
34.254,-118.5128,3
33.998,-118.2565,9
33.998,-118.2521,7
34.0986,-118.2962,9
34.1939,-118.4793,7
34.1781,-118.4179,6
34.174,-118.4485,2
34.174,-118.4485,4
33.7234,-118.299,9
34.0473,-118.2827,9
34.0572,-118.2481,4
34.1897,-118.5721,6
34.188,-118.6002,4
34.1792,-118.603,5
34.1865,-118.6103,6
34.1667,-118.5908,4
34.166,-118.6203,4
34.166,-118.6203,5
34.2068,-118.6602,7
34.1683,-118.5787,6
34.1866,-118.6428,7
34.2083,-118.6016,4
34.2083,-118.6147,6
34.2197,-118.6031,4
34.2239,-118.6017,7
34.1923,-118.6505,4
34.23,-118.5951,6
34.2239,-118.6017,1
34.2156,-118.5994,5
34.1938,-118.5699,6
34.1883,-118.6274,6
34.1683,-118.6007,4
34.1822,-118.6109,7
34.201,-118.571,7
34.201,-118.571,7
34.0436,-118.313,4
34.0763,-118.3023,3
34.2537,-118.4698,7
34.2785,-118.4582,4
34.212,-118.4488,4
34.306,-118.4749,4
34.3261,-118.4889,4
34.2391,-118.443,6
34.2231,-118.4677,4
34.3055,-118.4306,4
34.2537,-118.4698,2
34.2447,-118.4454,6
34.3119,-118.4252,6
34.261,-118.4698,6
34.308,-118.4509,6
34.2446,-118.4675,2
34.2446,-118.4675,4
34.2435,-118.4458,5
34.3102,-118.4338,3
34.3138,-118.4385,6
34.2269,-118.4394,7
34.233,-118.4222,4
34.279,-118.4589,4
34.3023,-118.4769,4
34.2716,-118.4631,9
34.2633,-118.4611,9
33.9339,-118.2717,2
33.9587,-118.2847,6
33.9311,-118.2493,6
33.9501,-118.2781,6
33.9374,-118.2321,4
33.9304,-118.2518,6
33.8853,-118.2904,5
33.9378,-118.2462,3
33.9378,-118.2462,3
33.9378,-118.2462,9
33.9237,-118.2717,5
33.9601,-118.2739,6
33.8926,-118.2861,5
33.9429,-118.2652,5
33.9407,-118.2916,4
33.9432,-118.2435,5
34.2213,-118.494,8
34.2286,-118.5361,5
34.2518,-118.5973,5
34.2609,-118.5346,4
34.2338,-118.4763,6
34.2927,-118.5152,8
34.2243,-118.5623,7
34.2511,-118.4837,5
34.2355,-118.5536,3
34.2757,-118.5144,7
34.2442,-118.5362,5
34.244,-118.5583,3
34.244,-118.5583,3
34.261,-118.4807,3
34.2866,-118.5754,3
34.244,-118.5583,4
34.274,-118.4203,3
34.2753,-118.4095,4
34.2568,-118.433,4
34.2429,-118.3417,3
34.267,-118.3027,3
34.214,-118.4053,2
34.2233,-118.3964,2
34.2828,-118.3864,1
34.2085,-118.4052,4
34.2359,-118.4021,6
34.2735,-118.3975,5
34.2844,-118.4114,5
34.2733,-118.4202,6
34.2121,-118.3998,4
34.2562,-118.3588,5
34.2524,-118.2979,6
34.2174,-118.3703,6
34.2108,-118.3719,1
34.2514,-118.2932,2
34.2121,-118.3965,7
34.2537,-118.409,3
34.267,-118.4331,5
34.214,-118.3531,1
34.2561,-118.314,4
34.1968,-118.391,3
34.167,-118.3759,3
34.1722,-118.379,4
34.1329,-118.3559,6
34.1576,-118.3965,3
34.1885,-118.4118,6
34.1486,-118.3571,6
34.143,-118.3727,6
34.1631,-118.3627,6
34.1695,-118.3774,6
34.1758,-118.3643,3
34.1936,-118.4166,6
34.1524,-118.3728,1
34.2032,-118.4211,7
34.1909,-118.3654,7
34.2169,-118.4164,7
34.1695,-118.3774,3
34.1994,-118.4052,10
34.1946,-118.3835,5
34.1319,-118.382,4
34.1687,-118.3683,5
34.0157,-118.4173,4
34.0244,-118.3968,3
33.944,-118.4073,8
33.9797,-118.4665,7
33.9877,-118.4635,6
33.9686,-118.3702,6
34.1019,-118.2264,7
34.1422,-118.223,8
34.1351,-118.2015,4
34.1145,-118.2464,7
34.0636,-118.3054,8
34.0618,-118.2954,6
34.0509,-118.2979,4
34.0726,-118.3029,4
34.069,-118.3128,1
34.0581,-118.3091,6
34.0588,-118.2842,3
34.0655,-118.3114,6
34.0509,-118.301,1
34.0672,-118.2985,7
34.0526,-118.2916,5
34.0559,-118.2891,2
34.0763,-118.3004,3
34.0672,-118.3054,7
34.0597,-118.3042,6
34.0799,-118.3017,6
34.0738,-118.3017,6
34.2537,-118.4698,7
34.1164,-118.2332,6
34.0917,-118.2741,6
34.0969,-118.2929,4
34.1006,-118.2774,5
34.1516,-118.2859,8
34.1164,-118.2332,5
34.1428,-118.2281,5
34.1125,-118.2391,6
34.1104,-118.2514,7
34.0962,-118.2574,7
34.0968,-118.2961,5
34.0808,-118.2655,2
34.1066,-118.2813,7
34.1131,-118.2051,4
34.1363,-118.1967,5
34.112,-118.1905,7
34.0982,-118.2918,7
34.1237,-118.2183,5
34.1441,-118.5258,4
34.1994,-118.4837,4
34.1765,-118.5333,4
34.1958,-118.4858,6
34.1975,-118.5273,6
34.2143,-118.5534,2
34.1482,-118.5612,6
34.2085,-118.4771,5
34.1722,-118.522,2
34.1392,-118.5579,7
34.1484,-118.5585,6
34.1825,-118.5485,2
34.1825,-118.5485,4
34.1922,-118.4924,10
34.2031,-118.5623,5
34.2039,-118.4771,5
34.1611,-118.5538,7
34.1756,-118.5276,6
34.1994,-118.4793,7
34.2146,-118.5056,4
34.1939,-118.5317,7
34.1975,-118.512,3
34.1903,-118.5335,1
34.2085,-118.4749,5
34.1801,-118.5407,5
34.1432,-118.4875,6
34.1966,-118.4285,5
34.1794,-118.4355,4
34.1867,-118.4444,3
34.1958,-118.4444,4
34.1304,-118.4172,3
34.1721,-118.4553,7
34.1818,-118.4214,4
34.1491,-118.4543,9
34.1306,-118.4434,7
34.1721,-118.4443,4
34.1346,-118.4451,8
34.1721,-118.4443,6
34.1976,-118.4356,5
34.1794,-118.4225,4
34.1794,-118.4312,4
34.174,-118.4411,4
34.1817,-118.44,6
34.1576,-118.438,6
34.1976,-118.44,4
34.1776,-118.4662,1
34.1758,-118.4662,7
34.153,-118.4487,3
34.1613,-118.4456,8
34.1907,-118.4487,5
34.1857,-118.44,4
34.1885,-118.464,1
34.1649,-118.4137,3
34.205,-118.4339,8
34.0509,-118.3689,1
34.0782,-118.3648,7
34.0576,-118.3265,6
34.0649,-118.3472,1
34.0761,-118.3766,4
34.0761,-118.3766,3
34.0746,-118.3765,3
34.0708,-118.3614,2
34.0486,-118.3385,3
34.0746,-118.3765,3
34.0767,-118.3795,3
34.0761,-118.3766,3
34.0477,-118.3255,6
34.0633,-118.3473,3
34.0557,-118.3405,1
34.0726,-118.3279,5
34.0418,-118.3213,4
34.0712,-118.359,3
34.1016,-118.3417,6
34.1012,-118.3751,4
34.0844,-118.3244,7
34.0962,-118.3425,3
34.1016,-118.331,7
34.1046,-118.3461,5
34.098,-118.3645,5
34.0987,-118.3337,3
34.0863,-118.3005,4
34.0926,-118.3352,1
34.1129,-118.3287,4
34.1035,-118.318,1
34.1017,-118.3245,1
34.0929,-118.3048,3
34.0871,-118.3277,6
34.0885,-118.3135,7
34.1034,-118.3333,9
34.0919,-118.3077,3
33.9906,-118.4635,3
34.0273,-118.4523,6
33.983,-118.4679,7
33.9433,-118.4072,3
33.9433,-118.4072,3
33.9926,-118.4418,2
33.9472,-118.3909,4
34.0193,-118.4059,4
34.0253,-118.4107,4
34.0254,-118.4446,4
34.0167,-118.4202,6
33.9825,-118.4667,4
33.9454,-118.375,4
33.9746,-118.4207,3
34.0286,-118.4118,4
33.9993,-118.2432,4
34.0016,-118.2696,6
33.9873,-118.2728,5
33.9862,-118.2794,3
33.9965,-118.2783,7
34.0354,-118.2455,4
33.995,-118.2783,4
34.0401,-118.2459,3
34.0401,-118.2459,3
34.0289,-118.2661,5
33.9965,-118.274,4
33.9976,-118.2652,3
33.9987,-118.2652,4
33.9842,-118.2783,9
33.9788,-118.2652,7
33.9737,-118.3254,4
33.9545,-118.309,4
33.9875,-118.2915,2
33.9921,-118.298,3
33.9923,-118.3002,3
33.9693,-118.2652,5
34.0017,-118.2915,9
33.9658,-118.2959,2
33.9921,-118.3108,3
33.9871,-118.3475,7
33.9965,-118.281,1
33.9745,-118.3309,6
33.9691,-118.309,6
33.9873,-118.3167,1
33.9694,-118.263,5
33.9644,-118.2944,3
33.9951,-118.3193,3
33.9679,-118.2717,10
33.9882,-118.3308,4
33.988,-118.3476,4
33.96,-118.3046,9
33.9997,-118.2827,6
33.9747,-118.2871,9
33.9747,-118.2871,9
33.9747,-118.2827,7
33.9609,-118.3046,4
33.9881,-118.3399,7
33.9624,-118.2803,6
33.9737,-118.3003,3
34.1183,-118.2151,3
34.126,-118.2688,4
34.1553,-118.3007,8
34.1374,-118.2941,8
34.1,-118.2313,4
34.0986,-118.2729,5
34.1363,-118.1967,4
34.1056,-118.2728,2
34.1186,-118.2631,3
34.0934,-118.2974,6
34.1106,-118.199,4
34.0858,-118.2296,6
34.0998,-118.3489,9
34.1017,-118.3158,3
34.0896,-118.3114,6
34.0944,-118.331,4
34.1016,-118.331,7
34.103,-118.3225,7
33.7279,-118.299,1
33.7388,-118.2814,7
33.795,-118.2711,4
33.7994,-118.2601,7
33.7938,-118.2937,6
33.7928,-118.2975,2
33.7905,-118.2811,6
33.8698,-118.2858,3
33.8213,-118.3064,5
33.7288,-118.2902,2
33.7369,-118.2804,5
33.7243,-118.2963,3
33.7904,-118.2764,8
34.07,-118.1998,8
34.0938,-118.1624,6
34.0785,-118.2101,2
34.0851,-118.1956,1
34.1014,-118.1871,7
34.0486,-118.2192,5
34.0278,-118.201,1
34.0867,-118.1768,7
34.0364,-118.2144,6
34.028,-118.209,5
34.0512,-118.2093,6
34.0235,-118.2152,2
34.0418,-118.2031,7
34.0738,-118.2039,3
34.0545,-118.1992,4
34.0435,-118.2131,7
34.022,-118.289,3
34.0155,-118.3354,4
34.0255,-118.3027,10
34.0277,-118.3305,1
34.0106,-118.2842,4
34.021,-118.2823,6
34.0271,-118.2767,3
34.0365,-118.2767,6
34.0268,-118.2808,3
34.0121,-118.2945,4
34.0119,-118.3152,6
34.0352,-118.2865,5
34.0229,-118.3236,1
34.0037,-118.3203,3
34.0208,-118.3166,4
34.0109,-118.298,4
34.0352,-118.284,4
34.021,-118.2977,4
34.0309,-118.3028,6
34.0334,-118.3523,4
34.0204,-118.2809,5
34.0091,-118.3089,4
34.0091,-118.3089,4
34.0251,-118.278,3
34.0197,-118.3495,1
34.0182,-118.2888,7
34.0146,-118.313,3
34.0146,-118.313,3
34.021,-118.3002,9
34.0023,-118.3311,7
34.0798,-118.288,6
34.0554,-118.2702,6
34.0426,-118.2769,2
34.0488,-118.2817,8
34.0884,-118.2777,5
34.0779,-118.2844,5
34.0585,-118.2725,5
34.061,-118.2775,6
34.0924,-118.2804,6
34.0813,-118.2992,6
34.0693,-118.2711,4
34.0693,-118.2711,9
34.0791,-118.2932,8
34.0529,-118.2733,4
34.0727,-118.2637,2
34.0788,-118.2681,9
34.0549,-118.2778,3
34.0576,-118.2644,3
34.0609,-118.2823,2
34.0877,-118.2869,6
34.0442,-118.2439,4
34.0421,-118.2469,4
34.0502,-118.254,8
34.048,-118.2438,7
34.0493,-118.2418,3
34.0524,-118.2467,6
34.0444,-118.2628,6
34.0392,-118.2328,6
34.0407,-118.2468,3
34.0412,-118.2474,10
34.0417,-118.2443,4
34.0483,-118.2631,3
34.0495,-118.2494,7
34.0591,-118.2412,3
34.0581,-118.2371,3
34.0581,-118.2371,3
34.048,-118.2577,3
34.0502,-118.254,3
34.0615,-118.2412,7
34.0565,-118.2445,7
34.048,-118.2577,2
34.0419,-118.2485,7
34.0467,-118.2485,4
34.0488,-118.2483,3
34.0474,-118.2496,7
34.0423,-118.2631,3
34.0367,-118.4638,6
34.0508,-118.4592,7
34.0394,-118.4537,3
34.0728,-118.4597,3
34.0539,-118.3838,7
34.0446,-118.4377,7
34.063,-118.3813,7
34.0471,-118.4264,7
34.0597,-118.4262,7
34.0687,-118.4634,4
34.04,-118.4393,3
34.0562,-118.4423,4
34.0473,-118.4768,2
34.0514,-118.445,7
34.0322,-118.3918,4
34.0709,-118.4569,7
34.1307,-118.4934,6
34.0491,-118.4633,7
34.0484,-118.4544,7
34.0728,-118.4665,4
34.0313,-118.3921,6
34.0534,-118.3762,2
34.0608,-118.4454,3
34.0437,-118.2455,4
34.0501,-118.2592,9
34.002,-118.2783,4
34.0082,-118.2634,4
34.0477,-118.4581,6
34.0667,-118.4396,3
34.0452,-118.2842,4
34.0649,-118.2797,5
34.0559,-118.28,3
34.0442,-118.2439,9
34.1278,-118.1929,4
34.2083,-118.5929,8
34.2065,-118.606,3
34.0598,-118.2954,7
34.3058,-118.5015,7
34.2834,-118.5049,7
34.2527,-118.4097,10
34.2533,-118.3746,4
33.9898,-118.2783,3
34.0189,-118.263,5
33.9824,-118.2958,6
34.1994,-118.4684,9
34.0418,-118.5492,5
34.0534,-118.3436,6
34.0552,-118.3441,1
34.0754,-118.2595,6
33.9449,-118.2367,8
34.2338,-118.472,3
34.2337,-118.463,4
34.3023,-118.4769,3
34.2754,-118.3904,3
34.2012,-118.4225,9
34.143,-118.3727,6
33.9635,-118.3753,8
33.9565,-118.416,4
33.9851,-118.2827,4
34.1985,-118.4793,8
34.1903,-118.4836,8
34.203,-118.4514,4
34.1794,-118.4377,7
34.098,-118.3416,7
34.0506,-118.2135,10
34.0506,-118.2135,4
34.015,-118.348,4
34.0508,-118.2683,4
34.0454,-118.2657,3
34.1849,-118.654,9
34.2666,-118.4177,6
34.2303,-118.3843,5
34.1524,-118.3728,7
34.1415,-118.3988,3
34.0248,-118.4149,3
33.9906,-118.4391,3
33.9953,-118.481,9
34.0158,-118.2508,6
34.0322,-118.2544,2
33.9969,-118.2959,7
33.9628,-118.294,4
33.9778,-118.309,10
34.0649,-118.3546,4
34.0743,-118.3648,7
34.0622,-118.3429,7
34.103,-118.3225,4
34.1016,-118.3295,7
34.1092,-118.3312,4
34.0998,-118.3211,9
34.1042,-118.305,4
33.7655,-118.3109,3
34.0267,-118.1985,4
34.0132,-118.2915,9
34.0866,-118.2764,7
34.0421,-118.2469,3
34.0423,-118.2666,6
34.0458,-118.2614,4
34.1938,-118.5623,4
34.2427,-118.6115,7
34.2108,-118.5623,7
34.1683,-118.5787,4
34.167,-118.6169,3
34.1883,-118.6274,3
34.2031,-118.567,4
